location,tp_kharif_mean,tp_kharif_std,e_kharif_mean,e_kharif_std,swvl1_kharif_mean,soil_air_diff_kharif_mean,soil_air_diff_kharif_std,runoff_ratio_kharif_mean,e_rabi_mean,e_rabi_std,swvl1_rabi_mean,swvl1_rabi_std,soil_air_diff_rabi_mean,soil_air_diff_rabi_std,runoff_ratio_rabi_mean,tp_zaid_mean,e_zaid_mean,e_zaid_std,swvl1_zaid_std,soil_air_diff_zaid_mean,runoff_ratio_zaid_mean,tp_kharif_fraction,t2m_amplitude,t2m_peak_sin,t2m_peak_cos,GDD_kharif,GDD_rabi,heat_months_30C,heat_months_35C,humidity_variability,swvl1_amplitude,swvl1_stability,soil_moisture_seasonality,cvh,water_retention_index,humidity_stress_index,cluster,state,district
A & N Islands_Nicobars,0.2120748321976861,0.00915815272128,-0.1449877765844575,0.0124980404169059,5.571480076666667e-07,1.4014774999999844,0.0559175416637196,0.0,-0.1243982116405579,0.0170499241084293,9.2930257375e-07,3.3835617681559735e-07,1.6715878124999932,0.1817263936028251,0.0,0.1449167874167565,-0.1211415099872585,0.0132882012336962,7.913000999376799e-07,1.6590896874999856,0.0,0.3486566889457448,1.134985416666666,0.8660254037844387,-0.4999999999999998,69.32912291666679,67.03003375000014,0,0,0.4035574343800494,5.105874331e-06,9.164305105179103,-3.721545660833332e-07,0.0,0.3579623614081899,8.448172542743812,15,A & N Islands,Nicobars
A & N Islands_North And Middle Andaman,0.3375364751603531,0.0093294276779523,-0.1373047356998236,0.0106672921793665,0.1246314112083333,1.2066331250000246,0.0909484563448093,0.1271471735752632,-0.1339478188577534,0.0139096091758969,0.0989537112083332,0.0215841736142271,1.2453172916666944,0.1312000353065942,0.2211866514576833,0.0923596060737186,-0.1192744316576862,0.0137196910841772,0.0243537121117913,1.6540875000000028,0.0948667644318274,0.6058773401266184,2.431255000000021,0.8660254037844387,-0.4999999999999998,68.62766250000004,66.73976125000002,0,0,1.009720818095324,0.08264981625,0.663153978990441,0.0256777,0.09732383,0.1718576182968995,3.615981949308391,7,A & N Islands,North And Middle Andaman
A & N Islands_South Andamans,0.3114755161853584,0.0227852797019389,-0.1446853752980434,0.0103101154455751,0.0167544084270833,1.3140727083333277,0.1360344353886279,0.0245872781389755,-0.1375830608133885,0.0184430329741922,0.0135908537177082,0.0026962829463698,1.5020169791666689,0.1803830346071336,0.0254224928672839,0.1110931661169539,-0.1228038251817148,0.015492596094701,0.0035487465605858,1.6501268749999696,0.011569266947022,0.5365463266824025,1.8434733333333495,0.8660254037844387,-0.4999999999999998,69.31792083333346,67.79789166666677,0,0,0.8465053777177771,0.0109004423083334,0.6506014435408514,0.003163554709375,0.009017047,0.2776370619968518,4.320013474904451,7,A & N Islands,South Andamans
Andhra Pradesh_Alluri Sitharama Raju,0.3124455391565182,0.0448641564876012,-0.0949661037933158,0.0030449644370187,0.3896809780208333,0.550736770833339,0.1546621521589878,0.4522364491944981,-0.0792839844919701,0.0170843362151756,0.2657518853124999,0.068660672729002,0.4334440625000013,0.1062002144198733,0.7747017082557622,0.0432969655849764,-0.077586939101214,0.0183985291279323,0.0334312372390276,1.0847626041666558,0.2111400434732521,0.7528840713837027,8.343843750000019,0.4999999999999999,-0.8660254037844387,64.47652750000003,50.28560291666673,0,0,1.9686194778080592,0.2383182283333333,0.6115726498730771,0.1239290927083334,0.73743427,-0.0590752826621632,2.7075879003585213,14,Andhra Pradesh,Alluri Sitharama Raju
Andhra Pradesh_Anakapalli,0.2285856216682683,0.0286086242380544,-0.1075307233768398,0.0026414232671882,0.2852737201041666,0.5483131250000071,0.1744547638886665,0.2377163791693181,-0.0860469334026371,0.0171706371828169,0.19182942621875,0.0560402493388535,1.0208588541666614,0.2000210321194604,0.4414703449170555,0.0298840428889897,-0.0756849407832001,0.0126055191146098,0.0159582586042638,1.4857630208333603,0.1660279594496216,0.706428263289176,7.859465416666637,0.4999999999999999,-0.8660254037844387,72.36087541666672,56.03903541666676,1,0,0.9585823465161176,0.1910111067916667,0.6695713391402465,0.0934442938854166,0.4030196399999999,-0.0698540603441243,4.945039016001097,14,Andhra Pradesh,Anakapalli
Andhra Pradesh_Anantapur,0.1007367559292711,0.016360673348297,-0.0699181622621835,0.0067715230064911,0.2950855090625,1.4140688541666862,0.2748315614109872,0.0299860179532103,-0.0469411515462827,0.0194059526020172,0.2325985162499999,0.0506912284250346,1.9830842708333591,0.258298656551888,0.0310433786522337,0.0207103978941791,-0.0344860614156155,0.0103466710880877,0.0194975283740923,2.917444270833343,0.0231594000773741,0.6016388645717017,8.329816666666716,0.8660254037844387,-0.4999999999999998,70.24467666666669,60.33073416666673,3,0,3.7342883786469447,0.15697522875,0.5319652233981852,0.0624869928125,0.01162804,0.0661208710563385,2.608776373487047,0,Andhra Pradesh,Anantapur
Andhra Pradesh_Annamayya,0.0962783840107779,0.0127101036849974,-0.0757999245858323,0.0059198644876343,0.260897085,1.2377078125000196,0.17897316606055,0.0321850397325137,-0.0637325027588909,0.0099996536144215,0.254677063125,0.0463454000667286,1.516315833333337,0.1801849340239547,0.0868196326171307,0.0225910746404285,-0.0492147529833648,0.0086551831934434,0.016780411105056,2.3516239583333487,0.020409948780082,0.4912776658870341,8.679517083333337,0.4999999999999999,-0.8660254037844387,72.22942875000001,55.64622541666671,2,0,2.529720977201749,0.1549821735416666,0.5940356656022688,0.0062200218749999,0.10845981,0.0046987307308345,3.1371390021069274,16,Andhra Pradesh,Annamayya
Andhra Pradesh_Bapatla,0.1570884970781965,0.0262880220353699,-0.1167648017629592,0.003994640776527,0.2906589695833333,0.7987101041666733,0.2343736265601309,0.0912566036512149,-0.0865427559777647,0.0172904366506795,0.2470624378124999,0.0560873118118741,1.3201554166666654,0.2548007507131293,0.306515798598822,0.0202261820467791,-0.0807066025263338,0.0161016517453631,0.0079313291031667,2.3134272916666703,0.1635359102973514,0.6311797033515271,8.206262500000037,0.4999999999999999,-0.8660254037844387,80.9734941666668,64.07263666666677,4,0,1.3356574147757383,0.1621699258333334,0.5579388314277998,0.0435965317708333,0.0518864,-0.2324221043674093,4.251151196474843,14,Andhra Pradesh,Bapatla
Andhra Pradesh_Chittoor,0.1074727457040959,0.0126408607560483,-0.0891682288468775,0.0054508940178727,0.2848203852083333,1.1509352083333368,0.1333754769563964,0.0363526830458554,-0.0739882957592877,0.012011776928807,0.2829649669791666,0.0499857303985199,1.4627801041666686,0.188441299987767,0.1151689343087936,0.0312429101232229,-0.0644242045776384,0.0128656405832826,0.0219386480184445,2.3127247916666533,0.0306476776082455,0.4709920949815965,7.794919166666659,0.4999999999999999,-0.8660254037844387,70.34195750000009,54.03066208333343,1,0,1.9910103446943836,0.16227313625,0.5697384902113116,0.0018554182291666,0.050153118,-0.0337099545427721,3.5351829929049754,16,Andhra Pradesh,Chittoor
Andhra Pradesh_East Godavari,0.2446594473173414,0.0391478935541154,-0.1159830239072713,0.0017133925377492,0.4095926287499999,0.5475081250000073,0.1804717450690785,0.2656277295464352,-0.0796479898247828,0.0216456562326405,0.2952702452083333,0.0658684088768665,1.078178749999978,0.3027981641402225,0.6209024969521912,0.0232794799957786,-0.0804446425972855,0.0187355022034093,0.0158729117103947,1.7290875000000057,0.1957490236142539,0.7615967067213651,7.961503333333269,0.4999999999999999,-0.8660254037844387,75.52341500000006,61.81151500000016,3,0,1.295095423091377,0.2238148720833333,0.5464328612709035,0.1143223835416665,0.45692417,-0.1250194798827459,4.049543315069418,14,Andhra Pradesh,East Godavari
